clean_text,Sentiment
dont buy product totally duplicateread,0
awesome usualread,1
original shuttle carkread,1
serve purposeread,1
goodread,1
received packed crushed flat cap due one shuttle pressed uselessread,0
beat shuttleread,1
good product lost shuttle day professionalsread,1
best suitable indoor practice durable value moneyread,1
goodread,1
delivered time good product giving review completely usedread,1
bad productread,1
good oneread,1
nice product tiemly providedread,1
niceread,1
good product valuableread,1
originalread,1
good one cheaper pricrread,1
defective productread,0
good quality shuttlebad packing deliverytin twisted due tight packinghope better delivery next timeread,1
super productread,1
good quality suggest youread,1
goodread,1
flipkart assured always bestread,1
dpubt mavis one best shuttlecock price range always purchase playing match friendsi happy flipkartread,1
better previous one purchased also via flipkart worst like go read,1
gud productread,1
felt pretty slowread,0
product good delaye deliveredread,1
good quality product per yonex standerafter game product get damagedread,0
best bestread,1
heavy racquet string gone due heavy weight shuttlecorkread,0
nice product must buyread,1
day single shettle usedread,1
niceread,1
niceread,1
product good packaging wasnt taken care properly box received bit squeezed two side damaging one shuttle inside boxread,1
niceread,1
buyed timeread,1
worest product dont take anyoneread,0
day mavis shuttlebox containing duplicate shuttle got shuttle lite weight suitable play shuttle good purchased shuttleboxes sure problem flipkart seller manufacturing problemread,0
goodread,1
quality goodread,1
quality expected good made japan chinese product got r enquired everywhere less rupeesi would say go itread,1
shuttle damaging gamesread,1
goodread,1
goodread,1
niceread,1
niceread,1
okread,1
go forit original product read,1
supar productread,1
quality shuttle good playing min got breakage middle shuttle breakage cork made u dissatisfied productread,0
good one received original product thanks flipkartread,1
good qualityread,1
greatread,1
goodread,1
worest product dont itread,0
maximum shuttle shape outread,1
qualitywise goodread,0
goodread,1
good alwayread,1
goodread,0
awesome original fresh productread,1
superread,1
nice thnks flipkartread,1
delivery done timeread,1
best value price better shutttleread,1
niceread,1
cheapest compared market priceread,1
packing badread,1
goodread,1
nice shuttleread,1
niceread,1
good productread,1
goodread,1
satisfied productread,1
good shuttle found mavis durableread,1
box shuttle dented seems like delivery boy kept lot item box shape distorted shuttle fineread,1
best qualityread,1
goodread,0
excellentread,1
niceread,1
nceee one useful intermediate pplsread,1
competitive price fast deliveryread,1
good shuttleread,1
excellentread,1
best shuttle ever basmintonread,1
used good ok cork got deformed gameread,1
goodread,1
superb quality satisfied thanks flip kartread,1
wonderful shuttlesread,1
tnx teamread,1
okread,1
good qualitynew stockread,1
online purchased yonex mavis good quality dont purchase read,0
nice qualotyread,0
authentic product new stock great price bought read,1
niceread,1
item goodbut ekart service badread,0
poor quality materialread,0
excellant iobread,1
packing pathetic completely damagedbox broken slightly damaged cork never expected flipkartread,1
dont know even writing review everyone probably know bestread,1
good productread,1
replacement came bit late perfect shuttle perfect priceread,1
prompt delivery product expectedread,1
excellent badminton court especially beginnersread,1
good productread,1
goodread,1
superb niceread,1
niceread,1
delivery bad product goodread,1
niceread,1
goodread,1
originalread,1
low qualityread,0
greatread,1
shuttle look genuine suuuperrrrr slow cant play really disappointedread,0
bad quality shuttleand pathetic packingread,1
delivery superproduct goodread,1
amazingread,1
one tow damageread,1
thanksread,1
best buy good quality shuttle consread,1
bad qualityread,0
good qualityread,1
much delayed delivery product genuineread,1
nice shuttleread,1
perfectread,1
shuttle good conditionread,1
goodread,1
nice product speedy deliveryread,1
niceread,1
box got crushed cardboard box please dont pack thin cardboard box instead pack plastic cover along bubble sheet wrapped around box way shuttle wont get damaged slightly shapethe shuttlles perform next time order shuttle expect proper delivery without damage else returnread,0
shuttle good badread,1
nice productsread,1
good qualityread,1
nice product flipkartread,1
goodread,0
original check yonex website definitely lower price nearby shopsread,1
superb product delivered expected dateread,1
regular user product happy bought dealread,1
good slow shuttle speed like pro shuttle balanced durablego itread,1
goodread,1
quality goodread,1
bad qualityread,0
genuine correct flight outdoor conditionread,1
nice shuttleread,1
awesome productread,1
good productread,1
genuine productread,1
quality good enoughread,0
best shuttle every talent groupread,1
always preffered mavis slow indoor court best one read,1
goodread,1
expected nice quality quantityread,1
useablegoodread,1
product good condition received timely also behaviour sale politeread,1
good fast shuttlelasts longread,1
goodread,1
nice shuttle although get bit fast shotsread,1
ontime deliveryread,1
niceread,1
daily practice best shuttle satisfiedread,1
nice shuttle compared shuttle goodread,1
great price good qualityread,1
good used one lasted long little experienced find slowing cork little awkwardread,1
flirty quality corckread,0
worst quality playing game cork hoveringread,0
product good worst customer service took week deliver itread,0
counterfeit productread,0
poor qualityread,0
long lastingnice onegood smashegood qualityread,1
long durable superb shuttleread,1
badread,1
slow betterread,1
quality goodread,1
shuttle box tampered shuttled tooread,0
happyread,1
oldread,0
worth buy lasting two day two hour playread,1
good value moneyread,1
good product long lastingread,1
good nice quality useful priceread,1
super excellent product best price also original verifiedread,1
available cheaper local sport shopread,1
superread,1
niceread,1
nice productread,1
worth moneyread,1
goodread,1
goodread,0
product awesome got delivery daysread,1
good cualityread,1
goodread,1
yonex upto markread,1
best shuttleread,1
excellent productread,1
quality goodread,1
goodread,1
good proddectread,1
really nicevery durable nice quality al well perfect practicing professional regular use tooread,1
goodread,1
gooodread,1
amazingread,1
badread,1
quality product poor green cap recommended slow fast playingread,1
superread,1
nice oneread,1
slow shuttle good flight superb accuracyread,1
goodread,1
goodread,1
goodread,1
many time buy shuttlecock elsewhere start wobbling match shuttle great single shuttle easily last around match reliable would say time delivery flipkartread,1
nice quality especially indoor colored one help better visibilityread,1
nice productread,1
couple shuttle speed expected overall good productread,1
niceread,1
amazingread,1
good productread,1
always preferred choice onei like itread,1
good quality slower side even outdoorread,1
excellent product thanksread,1
nycread,1
product expected one satisfied delivery ordered night received product hand next day seller quick deliveryread,1
niceread,1
goodread,0
excellent product fast delivery wonderful service flip kartread,1
excellentread,1
goodread,1
supperread,1
highly durableread,1
superbread,1
better read,1
product good quality proper attention given delicate item transportationread,1
good qualityread,1
good productworth priceread,1
wonderfulread,1
fineread,1
good productread,1
awesomeread,1
original yonex good shuttle last long flight path excellent outdoorsread,1
nice productread,1
fast delivery thanks fksuper original productsread,1
nice productread,1
goodread,1
packing box good one shuttle got tear due worst packingread,0
nice productread,1
good productread,1
word simply superbread,1
goodread,1
fast shuttlesread,1
goodread,1
best shuttle thanku flippant read,1
product goodread,0
honestly bad experience shuttle looked fine game would say intermediate level started tearing offread,0
happy productread,1
exlent superread,1
goodread,1
recommendread,1
goodread,1
best product using one month still goodread,1
shuttle quality markread,1
playing yr got best shuttleread,1
fast shuttle playing day okread,1
overall good time shuttle way fast play ie used order pack month every month pack shuttle issue may duplicateread,1
nice corkread,1
good oneread,1
nicee product use fulread,1
good shuttle indoor use bunch intermediate advance shuttlers flight greencap shuttle good variation though one box another speedthe shuttle last long time problem flight pattern change say game may want toss shuttle reach stageoverall good value money plastic shuttle play somewhat similar feather last lot lonread,1
supperread,1
found genuine delivered well timeread,1
niceread,0
ball shakesvery badread,0
shuttle good slow broke day one shuttle purchased offline going daysread,0
goodread,1
original one good qualityread,1
long lasting good quality shuttle good begineersread,1
good productread,1
superread,1
shuttlecock speed fast compared friend bought doubt quality packread,1
product good delivery delay bangalore city inside itselfhmmread,1
genuine product packaging wrostread,1
product much good packaging good please improve packaging sirmamthankuread,1
bad cheap quality high cost watage moneyread,0
good originalread,1
durability mavis shuttle cork expected level quality decreased please check revert backread,1
buying yonex online always benefit cost wise complaint box bit squashed due transportationread,1
much durable r awesome durable read,1
love itread,1
best shuttle price range one bad whole box lasted day regular buyer box last minimum daysbut maybe old stock given time although best product price tangeread,0
good stuffread,1
awesomeread,1
goodread,1
good productread,1
packing well packing protect productread,1
good oneread,1
shipping handled well shuttle overturned thatread,1
plastic cover torn slightly product goodread,1
good productread,1
yoogot orignal productread,1
nice shuttlesread,1
cant rate high price offlineread,0
product good service worstread,1
good shuttle close feather speedread,1
genuine product great delivery time totally satisfiedread,1
super qualityread,1
recive original product thanksread,1
packing parsal good qualityread,1
niceread,1
good qualityread,1
greatread,1
orginal mavis gd productread,1
goodread,1
good productread,1
good look like old stockread,0
received product saferead,1
good oneread,1
genuine product deliveredread,1
bird head stained little mud worried whether used one good flight qualityread,1
original verified scratch coderead,1
good qualityread,1
nice app reliable genuine product delivered thanksread,1
shuttle slow get offline marketread,1
goodread,1
great product charge high online purchase near sport shopread,1
fantasticread,1
impressiveread,1
good productread,1
good qualityread,1
good productread,1
good fast deliveryread,1
good price read,1
goodread,1
fantastic qualityread,1
dont buy product flipkart shuttle box wobblingread,0
total barrel badread,0
great cheap per marketread,1
always good pickread,1
nice productu go itread,1
goodread,1
good productread,1
best ever recieved everread,1
gud shuttle worth pennyread,1
good lessread,1
happyread,1
excellent quality strong shuttle practice much durableread,1
worst shuttle comeread,1
good product genuine delivery timeread,1
excellentread,1
nice oneread,1
greatread,1
worst standard packing product box already crushed one side filler protect box shuttle container lid cheap thin almost see type lid flipkart yonex check authenticity product sellerread,0
good productread,1
poor quality shuttle withstanding even one hour single gameread,0
damaged shuttle satisfiedread,1
goodread,1
niceread,1
awesome productread,1
badread,0
price high local market r lessread,1
ok seems okread,1
genuine productread,1
good qualityread,1
shuttle different compared buy showroom dont know exact reason shuttle look like cheaper quality thats three starread,1
good conditionread,1
goodread,1
okread,1
okread,1
shuttle defectiveread,0
niceread,1
thank youread,1
quite wellread,1
suttles good packing poorread,1
niceread,1
really nice shuttle good price rangeread,1
good qualityread,1
nice oneread,1
good productread,1
nice durableslow speedread,1
bad qualityread,0
playing badminton last month quality good far believe make better shuttle coming soonread,1
niceread,1
good qualityread,1
good product niceread,1
good qualityread,1
nice product reached earlier expectedread,1
good oneread,1
good qualityread,1
goodread,1
good productread,1
goodread,1
good product thanks fast deliveryread,1
superread,1
okread,1
goodread,1
good replacement service first get defective productread,1
nice good priceread,1
goodread,1
competitive price fast deliveryread,1
originalread,1
nice productread,1
niceread,1
good shuttle thanks flipkart speedy delivery product authentic n originalread,1
hope price remains samemavis oginal product read,1
trustableread,1
bad qualityread,1
ok niceread,1
goodread,1
great productread,1
bestread,1
recommended friend genuine productread,1
best qualityread,1
best intermediate playerread,1
good dealread,1
niceread,1
good productread,1
nice product yonexread,1
nice product thanks flipcart deliveryread,1
prompt delivery good packaging last time wrong damaged shipment made time took corrective actionthank youread,1
superread,1
super shuttleread,1
happy product read,1
goodread,1
awesome nice productread,1
fast servicei received one dayread,1
delivery done give ratingread,1
nice productread,1
nice oneread,1
genuine productread,1
good nice productread,1
good qualityread,1
product nicepacking worst shuttle broken inside datdelivered assured daystill need work packaging aread,1
quality goodread,1
fast delivery nice productread,1
supetread,1
ideal good bestread,1
goodread,1
perfect oneread,1
good productread,1
good u say best also fell water many time still working bestread,1
got original product flip cartread,1
thanks speed dileviredread,1
niceread,1
goodread,1
goodread,1
excellentread,1
goodread,1
got best pricethanks fkread,1
product describedread,1
niceread,1
superread,1
excellent delivered productread,1
originalread,1
thank flip card best product though first shopping still awesomeread,1
best shuttle everread,1
fantastic original product doubt dont worry go read,1
greatread,1
nice product delivered time thank flipkartread,1
good practiceread,1
doubt universally bestread,1
nice original one go itread,1
product amazing love itread,1
good product read,1
good one nice durabilityread,1
good faster delivery thanks flipkartread,1
worth moneyread,1
received packing looseread,0
goodread,1
genuine good quality go itread,1
many shuttle started wobbly flight second day platingread,0
goodread,0
good product time delivery loved itread,1
ordered pillar one damaged shuttle goodread,1
goodread,1
niceread,1
nice productread,1
awesome product loved itread,1
waste product ball worst pls next time good quality pls change next time seller lread,0
great shuttleseven better one available shop right nowread,1
good quality shuttle delivered happy purchaseread,1
read,1
goodread,1
value moneyread,1
shipped within hour thanks quick deliveryread,1
really worth payingbest suited outdoor indoor wellread,1
best one budget even though badminton novice still could feel difference shuttle productsthis similar characteristic feather shuttle last much longerread,1
goodread,1
superread,1
goodread,1
nice shuttleread,1
good productread,1
good user friendlyread,1
satisfiedread,1
durable happy productread,1
good qualityread,1
nice productread,1
good qualityread,1
goodread,1
goodread,1
nice shuttleread,1
goodread,1
good shuttlecock play regerous gamesread,1
v goodread,1
good oneread,1
value moneyread,1
nice cpcks working goodread,1
thats goodread,1
wanted prompt deliveryread,1
outstandingread,1
good product low cost comparision marketread,1
goodread,1
genuine good product serviceread,1
niceread,1
good professional training alsoread,1
thank nice priceread,1
good product low priceread,1
excellent productsimply get cheaper marketread,1
good rate relatively lessread,1
thanks flipkartread,1
good productread,1
good productread,1
wowread,1
superread,1
goodread,1
gud nice product better play training purposesread,1
good intermediate player shuttle last gamesread,1
received original productread,1
gugread,1
good shuttle beginnersread,1
verygood productread,1
best productread,1
good productread,1
perfect meread,1
found decent price flipkart manufacturing date three month old satisfied dealread,1
goodread,1
superread,1
prfect product perfect deliveryread,1
shuttle goodread,1
superb product love fast serive flipkartread,1
get best priceread,1
got delivered next daygood quality shuttle priceread,1
timely complete serviceread,1
nice productread,1
niceread,1
best shuttleread,1
good daily practiceread,1
excellent productread,1
niceread,1
goodread,1
good productread,1
got expectedread,1
nice productread,1
quality productread,1
time delivery good priceread,1
received product excellent condition good packing quick delivery keep flipkartread,1
goodread,1
delivery fast expected tq ekart logisticsread,1
goodread,1
great product best price r flipkart new stock well shuttle slow good also advantage using shuttle tournament hosted india intermediate plus level use yonex mavis read,1
perfectly suitable outdoor much diff local storesread,1
awesome product price amazing service love flipkartread,1
bad productread,0
niceread,1
excellentread,1
marvelous goodread,1
product ok nicely packedread,1
duplicate product shuttle fast like red cappls dont buyread,0
packing awesomeno destruction shuttlegreat serviceread,1
superread,1
nycread,1
playing mavis last year buying mavis flipkart since last year late quality shuttle degraded shuttle bought flipkart slow expected quite fast make useless hardly game two bought store problem make doubt quality shuttlesread,1
good oneread,1
good qualityread,1
goodread,1
exellent productread,1
simply best oneread,1
nice one long lastingread,1
nice wobbling fly perfect orginal one box quality badread,0
quality productread,1
time delivery product original genuineread,1
seller mixing good one duplicate shuttle fluctuation speed mean flight ok almost bought bundle kerala official rate give read,0
product quality goodread,0
first classread,1
nyc original shuttleread,1
condition good available market priceread,1
goodread,1
badread,1
ratewise excellentread,1
disappointed shuttle quality shuttle wobble air zero starsread,0
bought flipkart used shuttle shuttle bad remaining also lasted half time original shuttle use goread,0
good quality durable lastingread,1
goodread,1
good productread,1
excellentread,1
goodread,1
excellent price little bit lessread,1
good n genuine productread,1
fast delivery thanks flipcartread,1
goodread,1
third class product sent flipkart time shuttle continue daysread,0
goodread,0
niceread,1
goodread,1
goodread,1
good one pack one two correct flightread,1
good one neat packaingfast deliveryread,1
magnificent productsread,1
buying multiple buyer time found genuine shuttle thanks lot flipkartread,1
gd product value moneyread,1
price less delerread,1
good regular usage indoorread,1
goodread,1
nice oneread,1
good productread,1
superread,1
product goodread,0
quality good professional still last long timeread,1
best quality low priseread,1
thanks flipkartread,1
highly worthread,1
used shuttle felt goodread,1
vry gud product n delivery superbread,1
good productread,1
goodread,1
good shuttleread,1
niceread,1
bad productread,0
goodread,1
worst shuttle waste moneyread,0
excellentread,1
really goodread,1
okread,1
satisfiedread,1
poor qualityread,0
goodread,1
sorry returned product sent mewithout seeing insideyou already sent one boxplease send remaining boxesread,1
thanksread,1
good old stock productsread,1
goodread,1
goodread,1
good quality thank flipkartread,1
shuttle good feather shuttle flight life good wellread,1
good productread,1
express delivery good keep upread,1
good productlife better well balancedspeed also goodshuttle im aspectingread,1
good qualityread,1
nice people paly regularly massive shot last long goofread,1
good qualityread,1
goodread,1
genuine ok intermediate playersread,0
thanksread,1
product good quality good delivery lateread,1
good going try get thing cartread,1
good productread,1
goodqualityread,1
goodread,1
good product fast deliveryi like flipkartread,1
nice productread,1
good product haveread,1
goodread,1
bestread,1
dont buyread,0
original product delivered sallerread,1
nice goodread,1
yonex mavis goodread,1
goodread,1
good product nice sellerread,1
quality gudread,1
really good productbut shuttle qualityread,1
great shuttle durable perfect balancedread,1
yonex bestread,1
must buyread,1
good product goodread,1
gd productsread,1
original productsread,1
good one expectedread,1
niceread,1
usual great ontime deliveryread,1
goodread,1
thank nice productread,1
good qualityread,1
wonderful productread,1
sent broken seal box used shuttle disappointedread,0
orginal satisfiedread,1
nice original productread,1
gdread,1
nice read,1
good priceread,1
good quality reasonable priceread,1
received time doubtful original notread,1
best shuttle middle class people dread,1
goodread,1
good product value moneyread,1
awsm product shuttle strong love play itread,1
good product bought product many time sometimes clearly see product product variationread,1
good productread,1
goodread,1
good fresh stockread,1
genuine productread,1
good packing orginal yonex productread,1
good productread,1
perfect outdoor tooread,1
shuttle fastread,1
good product delay deliveryread,1
nice productread,1
better rate open marketread,1
outdoor best good playing match friendsread,1
goodread,1
nice productsread,1
superbread,1
awesomeread,1
quick delivery well doneread,1
good genuine productread,1
nice good fast delivery low priceread,1
niceread,1
goodread,1
excellent qualityas expectedread,1
markread,1
produt good delivery badshameread,1
nice productread,1
good oneread,1
good best priceread,1
goodread,1
well made shuttle may last month eachread,1
genuine product quality good thanks flipkartread,1
yonex mavish green cap nylon shuttle fit beginner also good player badminton go disappoint youread,1
goodread,1
best quality quality product quick delivery happyread,1
good oneread,1
price highread,1
package perfectly packed transition got slight damage outer box onlyread,1
superb qualitygot money worththank youread,1
totally satisfied productread,1
goodread,1
niceread,1
worriesgood packingdidnt face issue productread,1
bad shuttle heavy weightread,0
get open box shuttle uumm oki know mavis ausambut start game shuttle bubbling shuttle bubbling mean say directive pcsread,0
right choice outdoor gameread,1
nice packed fast delivery good filpkartread,1
niceread,1
good productread,1
excellentread,1
quality goodread,1
cheked sunrise genuine productread,1
delivered time good deal awaiting dealsread,1
oxread,1
r goodread,1
good qualityread,1
genuine productread,1
super fast delivery also best quality shuttlecocksread,1
midium qualityread,1
goodread,1
brilliant productread,1
shuttle good quality also goodread,1
good oneread,1
goodread,1
original qualityread,1
long lasting better performanceread,1
product breakableread,0
goodread,1
must say nicest shuttle price paid long lastingread,1
goodread,1
good productread,1
awesomeread,1
good cant afford feathersread,1
value moneyread,1
goodread,1
worst product ever purchased till nowhard lower part shutttles fixed properly ist shuttle box proper quality rest bad qualityread,0
genuine yonex confirmed website plastic quality soft base crock less poursread,1
great productread,1
excellent practiceread,1
nice product durabilityread,1
genuine product fine qualityread,1
good expectedread,1
value moneyread,1
awesome excellent packaging delicate item full mark flipkart read,1
cheap nd good shuttleread,1
good qualityread,1
nice productseems originalread,1
quality upto markread,0
good shuttleworth moneyread,1
superread,1
worst qualityread,0
love flipkart wonderful offer delivery great without damaging delicate itemread,1
goodread,1
good productread,1
good qualityread,1
thanks seller flipkart fast delivery behaviour delivery boy good thanksread,1
hoodread,1
good product superbread,1
good product timly deliverread,1
super fast delivery flipkart simply awesomeread,1
awesomeread,1
good productread,1
excellentread,1
goodread,1
quick delivery quality goodread,1
nice brake fastread,0
goodread,1
goodread,1
nice productread,1
niceread,1
awesomeread,1
good last couple matchesread,1
nice product best priceread,1
comment day shuttle quality less business purposesread,1
good price increasedread,1
useful product worth moneyread,1
good productthe issue shuttle cork shuttle go upper part remains ok moment used transparent tape around green strip new shuttle mitigate issuethanksread,1
niceread,1
good qualityread,1
awesome product discountread,1
shuttle fine like normal one delivered timeread,1
amazing cashback phoneperead,1
best qualityread,1
ordered next day available read,1
shuttle boxbut quality felt using itread,1
nice prodectread,1
good dry weatherread,1
product pirated day getting lot pirated product flipkart aware thisread,0
awesome flipkart give always value money oneread,1
best productread,1
good betterread,1
nice read,1
slow shuttle medium fast slow medium shuttle mixed badread,0
sublimate itemsread,1
awesomeread,1
goodread,1
nice dealread,1
good product nice qualityread,1
nicread,1
good product thanksread,1
niceread,1
uselessread,0
goodread,1
best productread,1
shuttle base poor recent shuttle come porous wood get withered away daysread,0
baddont buyread,0
quality goodread,0
qualityread,1
good one weight one get shopbut lastsmoreread,1
good lastingread,1
good product long lastingread,1
supper productread,1
awesome productread,1
goodread,1
good productread,1
quality shuttle really good one last week really happy got original yonex product fake shuttle become common todayread,1
gd productread,1
nice productread,1
superread,1
poor quality shuttle break single dayread,0
goodread,1
good qualityread,1
good qualityread,0
nice product speed deliveredread,1
goodread,1
niceread,1
nice oneread,1
good excellent performanceread,1
awesome productread,1
goodread,1
best shuttle intermediate levelread,1
nice productread,1
superb product price really shuttle good good priceread,1
great product good priceread,1
poorread,0
good productlasts two day powerful gamesread,1
good quality high rateread,0
great value money dealon time delivery cheapest marketread,1
niceread,1
good productread,0
fineread,1
checked product official site genuine pleased quick delivery within day excellent serviceread,1
look genuineread,0
good oneread,1
niceread,1
head shuttle usually break matchesread,0
worst shuttle flipkart servicesread,0
everythingread,1
goodread,1
thanksread,1
amazingly quick delivery didnt even take hoursread,1
good quality shuttle long lasting qualityread,1
excellent condition productread,1
original shuttlesread,1
excellent shuttleread,1
superb regular practice good accuracy appropriate weightread,1
quality acceptableread,0
super productread,1
excellent productread,1
nylon shuttle ok bestread,1
good qualityread,1
durable shettleread,1
superread,1
reason bought online beaucse price quality good mavis shuttle find within r go itread,1
good one lastingread,1
nice product marvis read,1
durableread,1
awesomeread,1
niceread,1
gud product thank flipkart read,1
use everyday hour last weekread,1
nyc productread,1
good prdtread,1
wrost itemread,1
okay product cork bottom wear soon top part get torn soon doubt whether originalread,1
percent original shuttle flipkart good priceread,1
fentasticread,1
ultimateread,1
fantasticread,1
good qualityread,1
good one originalread,1
good good playersread,0
good quality read,1
shuttle good overallread,1
hmmm goodread,1
goodread,0
great product im extremely happy product great buy indeedread,1
goodread,1
one best shuttle intermediate player slow steadyread,1
bought twice really cool worth buying online especially offerread,1
average quality shuttlesread,1
fineread,1
product delivered ontimeread,1
happyread,1
goodread,1
flipkart service good product quality good damaging bottomread,1
goodread,1
goodread,1
gud productfast deliverybest price read,1
good productread,1
good buyread,1
way buying shuttle seller way getting good product time got two defective shuttle base cracked delivery time also much take near one weekday deliver read,0
mavis best door playit durable play gamesread,1
goodread,1
coolread,1
excellentread,1
good shuttleread,1
niceread,1
bestread,1
nonsense product cheated meread,0
fastread,0
nice productread,1
superread,1
good qualityread,0
economic sir please good economic everybody go niceread,1
good productread,1
good oneread,1
good one buyread,1
badread,0
excellentread,1
nothing comment product package greatread,1
goodread,1
awesome item price play hard surface housing society hit lot smash play shuttlecock day maximumread,1
good onewe played continuously daysvalue moneysatisfied productread,1
suppar prodectread,1
goodread,1
one seems original flight speed variation compared original read,1
good quality good flight last game flight speedread,1
superrread,1
goodread,1
good quality shuttlecock got destroyed weekread,1
nice qualityread,1
goodread,1
suck ive got shuttle worthless piece junkread,0
nicei book anythingread,1
nice one wastage money right utilization moneyread,1
excellentread,1
packing good rate moderateread,1
goodread,1
originalread,1
ya goodread,1
gud qualityread,1
good playread,1
original product recommendread,1
betterread,1
good original productread,1
goodread,1
good productread,1
good productread,1
supper duperread,1
seem genuine onesread,1
good product serviceread,1
best deal proven productread,1
thanks flip cart expected deliveryread,1
best one worthy moneyread,1
good add given mavis doz isread,1
best productno need confusejust buy itread,1
fast deliveryoriginal productreasonable priceread,1
say first amount take read,1
nice productread,1
goodread,1
good produtread,0
good flipkart easy order thingread,1
worst product wrong item sendread,0
delivered time thanksread,1
good quality productsread,1
nice product really happy thanku flipkartread,1
nice productread,1
looking genuineread,1
nice productread,1
nice shuttleread,1
best quality ti rateread,1
best quality read,1
good productread,1
play badminton tar road shuttle durable last week road previously used use mavii used spoil daysread,1
superbread,1
good shuttle affordable priceread,1
super quality good productread,1
great qualityread,1
one best shuttlecock ever usedmust buy everyoneread,1
great experience buying yonex flipkart flipkart five awesome offersread,1
good productread,1
good productread,1
good product think original brandread,1
product good price lil high waiting sale seasonread,1
nice shuttle thanks flipkart good packing timely deliveryread,1
best qualityread,1
totally original mavish thanks lotread,1
good qualityread,1
good productread,1
goodread,1
best flipkartread,1
received completely different item cheap qualityread,0
averageread,1
best hai broread,1
best shuttle fr outdoor love itread,1
imitation original mavis playing mavis yr nowread,0
good indoorsread,1
product good dilevery boy also goodread,1
product expected displayed thankyouread,1
best qualityread,1
quality poor good beginningread,0
disgusting product read,0
goodread,1
poor qualityread,0
good productread,1
nicread,1
good productread,1
solidread,1
goodread,1
ee recived orginal one niceread,1
goodread,1
good product yonexread,1
badread,1
nice productread,1
good qualityread,1
nice productread,1
best shuttleread,0
nice priceread,1
great productread,1
nice genuine productread,1
good product rate highread,1
satisfiedread,1
default product delivered companyread,0
goodread,1
superread,1
greatread,1
ideal beginner intermediate level player last longerread,1
okread,1
bad qualityread,0
nice productread,1
good qualityread,1
goodread,1
gud productread,1
goodvery poor qualityread,0
good productbut doesnt life long time read,1
bad qualityread,1
gud playread,1
using st shuttle far goodread,1
good productread,1
shuttle goodread,0
came soon really appreciateread,1
bestread,1
nice durabilityread,1
best shuttle good priceread,1
product well packed n contained mavis shuttle n brand new delivered hour happy purchaseread,1
nice good productread,1
good packing delivery product original yonex always better buy senior playersread,1
fast delivery good packing originalread,1
badread,1
gvry gd productread,1
mavis good coriyar good every time ask moneyread,1
best badminton experience everread,1
proper professional shuttle doesnt deviate much open area wind pressureread,1
loved itread,1
nice productread,1
shuttlecock quality okay last game double point wobblesread,1
thanks ekart boy good serviceread,1
good product buy less read,1
good priceread,1
nice product shuttle superread,1
nice one go itread,1
goodread,1
superread,1
okread,1
delivered within one day goodread,1
product awesome delivery boy delivered product time nice personread,1
goodread,1
best price yonex suttleread,1
goodread,1
suit groupread,1
niceread,1
badread,1
felt difference shuttle quality comparing offline storei doubt product authenticityread,0
niceread,1
genuine good product best service flipkartread,1
mst awom productread,1
thanksread,1
nice one affordable priceread,1
good oneread,1
satisfied ur serviceread,1
best professionalsread,1
gudread,1
averageread,1
goodread,1
good qualityread,1
good qualityperformance goodbut life time shortread,1
great suttle yonexread,1
bad productread,0
good quality product thanks yonexread,1
good professional beginner less life u get running daysread,1
found expectedread,1
good productread,1
goodread,1
goodread,1
worth buying trust meread,1
goodread,1
durable productread,1
good delivered mentionedread,1
timely delivery product expectedread,1
price lower sellersbut slower mavis blue capread,1
goodread,1
good qualityread,1
nice productread,1
product original genuine simply super bthanks flip kartread,1
worst product delivery flipkart flipkart bothering customer simply delivering unsealed used productsread,0
goodread,1
nice product lowest priceread,1
super productread,1
good shuttlesread,1
excellent product low pricegenuine loved itread,1
gudread,1
fabulous productread,1
best shuttle used pro tournament shuttle used day rough use intermediate playread,1
niceread,1
satisfied quality good productread,1
nice gud product damage gudread,1
star flipkart delivery order placed pm shipped pm delivered next morning bangalore thumb logistics product originalread,1
good quality suppliedread,1
excellentread,1
nice one quality concern old dated manufacturingread,1
good quality shuttle originalread,1
original product good quality read,1
packaging pathetic box containing shuttle deformed proper packaging required guessread,0
gud productread,1
superbread,1
nice playread,1
good productread,1
good oneread,1
good productread,1
nice productread,1
seller good product new delivery also timeread,1
good productread,1
nothingread,0
goodread,1
goodread,1
good quality productread,1
wasteread,0
goodread,1
good productread,1
fineread,1
cork goodread,1
goodread,1
niceread,1
niceread,1
betterread,1
niceread,1
good qualityread,1
awesomeread,1
niceread,1
good productread,1
top classread,1
good loseread,0
good productread,1
good pankigread,1
goodread,1
product good improvement required delivery timeread,1
thank flipkart return great shuttle play outdoorread,1
niceread,1
shuttle speed proper quality great two hour play n shuttle totally devasted condition good great conclusion would buy question think aboutread,1
nice productread,1
good productread,1
goodread,1
original yonex shuttle flight good even using gamesread,1
bad dont buyread,0
nycread,1
good productread,1
good purchaseread,1
goodread,1
good enough priceread,1
goodread,1
nice qualityread,1
best playingslightly faster feather shuttlesbut gr nylon shuttle read,1
product markshuttlecocks get tarn day itselfread,1
awesomeread,1
product nice delivery badread,1
best everread,1
arrived time good productread,1
excellentread,1
think perfect shuttle beginner n regular practiceread,0
good productread,1
nice productread,1
poor qualityread,1
perfectread,1
original product great dealread,1
stay long read,1
fast delevery item quality goodread,1
niceread,1
badread,1
excellentread,1
got decent productread,1
good productread,1
worthread,1
nice productread,1
wastedread,1
love itread,1
good productread,1
okread,1
